,Hour,GHI,T-Td,Td,TARGET,DHI,DNI,WS,RH,T
291,1,0,4.725737773452639,11.574262226547361,0.0,0,0,2.1,73.61,16.3
292,2,0,4.877418123546043,11.222581876453958,0.0,0,0,2.1,72.84,16.1
293,2,0,4.67647706383576,11.22352293616424,0.0,0,0,2.0,73.78,15.9
294,3,0,4.80429863021352,10.995701369786481,0.0,0,0,2.0,73.14,15.8
295,3,0,4.704101385098918,10.995898614901082,0.0,0,0,2.0,73.61,15.7
296,4,0,4.799006207990468,10.800993792009532,0.0,0,0,2.0,73.13,15.6
297,4,0,5.495698524835593,10.804301475164408,0.0,0,0,2.2,69.95,16.3
298,5,90,5.742783034224852,11.157216965775147,0.7506435779999999,8,82,2.3,68.93,16.9
299,5,401,7.239119340356977,11.160880659643022,5.817391812,28,373,2.7,62.73,18.4
300,6,605,8.038139343210606,11.761860656789395,13.69880862,41,564,3.0,59.82,19.8
301,6,734,9.93256457318491,11.767435426815089,22.70577019,50,684,3.0,53.24,21.7
302,7,823,12.807604171278179,10.792395828721823,32.27529675,58,765,3.0,44.48,23.6
303,7,885,13.904175692637645,10.795824307362354,41.75096913,63,822,3.1,41.65,24.7
304,8,934,16.428766749270117,9.371233250729885,51.13259107,68,866,3.3,35.47,25.8
305,8,969,17.22573182117653,9.374268178823469,59.95126303,71,898,3.1,33.84,26.6
306,9,997,18.95790824440933,8.442091755590669,68.01922292,74,923,2.9,30.32,27.4
307,9,991,19.756306879471875,8.443693120528124,73.74157108,96,895,2.8,28.94,28.2
308,10,930,21.33369945553545,7.566300544464549,74.86682047,175,755,2.6,26.18,28.9
309,10,1039,21.932634975049623,7.567365024950377,85.93678597,91,948,2.5,25.29,29.5
310,11,914,23.482901345458025,6.717098654541974,79.74422048,250,664,2.5,22.92,30.2
311,11,810,23.985087607032078,6.714912392967923,72.51993364,316,494,2.5,22.27,30.7
312,12,834,25.10166250807694,5.998337491923059,75.42790459999998,379,455,2.5,20.72,31.1
313,12,975,25.401149187284325,5.9988508127156726,86.68551491,233,742,2.6,20.37,31.4
314,13,920,26.309841902760255,5.390158097239744,81.61920913,321,599,2.6,19.2,31.7
315,13,937,26.309841902760255,5.390158097239744,80.49342694,228,709,2.7,19.2,31.7
316,14,825,26.859641318754363,4.840358681245636,69.79849609,289,536,2.8,18.48,31.7
317,14,803,26.660395438125377,4.839604561874624,64.92024932,251,552,2.9,18.69,31.5
318,15,981,26.82409813780129,4.475901862198711,70.45551219,103,878,3.0,18.43,31.3
319,15,967,26.232590520876087,4.467409479123914,63.32594464,86,881,2.9,19.06,30.7
320,16,928,25.644346622410666,4.4556533775893366,54.6952137,86,842,2.8,19.71,30.1
321,16,886,25.644346622410666,4.4556533775893366,45.68879773,77,809,2.8,19.71,30.1
322,17,822,23.572775289502204,4.927224710497796,36.21393456,73,749,2.5,22.34,28.5
323,17,736,22.063791498023313,4.936208501976688,26.64488863,67,669,2.0,24.4,27.0
324,18,618,16.968969000777708,8.43103099922229,17.35701091,56,562,1.5,34.09,25.4
325,18,449,15.275724359786835,8.424275640213164,9.007049656,41,408,1.4,37.72,23.7
326,19,177,13.135767094341876,8.964232905658125,2.345627103,18,159,1.3,43.1,22.1
327,19,0,12.61745793283851,8.982542067161491,0.0,0,0,1.3,44.49,21.6
328,20,0,12.21264434653135,8.887355653468651,0.0,0,0,1.4,45.58,21.1
329,20,0,11.911941110491183,8.888058889508818,0.0,0,0,1.4,46.43,20.8
330,21,0,11.623885046819503,8.776114953180496,0.0,0,0,1.5,47.23,20.4
331,21,0,11.321794025280623,8.778205974719379,0.0,0,0,1.5,48.12,20.1
332,22,0,11.117145536145463,8.582854463854536,0.0,0,0,1.5,48.68,19.7
333,22,0,10.81870413000637,8.581295869993628,0.0,0,0,1.6,49.59,19.4
334,23,0,10.626630646840882,8.373369353159118,0.0,0,0,1.7,50.13,19.0
335,23,0,10.129617420218723,8.370382579781277,0.0,0,0,1.8,51.71,18.5
288,0,0,8.487795425418465,-9.287795425418466,0.0,0,0,0.4,52.64,-0.8
289,0,0,8.38914175731253,-9.28914175731253,0.0,0,0,0.5,53.02,-0.9
290,1,0,7.920789296244568,-8.920789296244568,0.0,0,0,0.5,54.97,-1.0
291,1,0,7.819246710294392,-8.919246710294392,0.0,0,0,0.5,55.38,-1.1
292,2,0,7.380517253679156,-8.580517253679156,0.0,0,0,0.6,57.28,-1.2
293,2,0,7.278508979675078,-8.578508979675078,0.0,0,0,0.6,57.71,-1.3
294,3,0,6.8475680859993915,-8.247568085999392,0.0,0,0,0.6,59.65,-1.4
295,3,0,6.864849388521604,-8.264849388521604,0.0,0,0,0.6,59.57,-1.4
296,4,0,6.343732101419364,-7.843732101419364,0.0,0,0,0.6,62.0,-1.5
297,4,0,6.245139317545737,-7.845139317545737,0.0,0,0,0.7,62.45,-1.6
298,5,0,5.8089517931443115,-7.408951793144312,0.0,0,0,0.7,64.59,-1.6
299,5,0,5.708210188635621,-7.408210188635621,0.0,0,0,0.7,65.07,-1.7
300,6,0,5.192777975927458,-6.992777975927458,0.0,0,0,0.8,67.68,-1.8
301,6,0,5.2935876491650165,-6.993587649165017,0.0,0,0,0.8,67.18,-1.7
302,7,0,4.871558020113519,-6.571558020113519,0.0,0,0,0.8,69.39,-1.7
303,7,45,5.47228651171757,-6.57228651171757,0.93849012,9,36,1.0,66.4,-1.1
304,8,108,5.314062295224149,-5.914062295224149,3.7539398530000003,32,76,1.1,67.32,-0.6
305,8,144,6.014720134712851,-5.9147201347128515,7.320126400000001,64,80,1.4,63.98,0.1
306,9,375,6.100662851644321,-5.300662851644321,14.73398723,86,289,1.7,63.73,0.8
307,9,796,6.600889869260674,-5.300889869260674,27.21549565,66,730,1.7,61.48,1.3
308,10,903,6.736831567956788,-4.8368315679567875,34.06606819,62,841,1.6,61.0,1.9
309,10,940,7.238254437790948,-4.838254437790948,38.75815111,63,877,1.5,58.86,2.4
310,11,970,7.731115390883874,-4.831115390883873,42.417888700000006,64,906,1.4,56.84,2.9
311,11,985,8.230550031874653,-4.830550031874654,44.57607614,63,922,1.3,54.87,3.4
312,12,966,9.103448444656351,-5.10344844465635,44.66962595,70,896,1.1,51.53,4.0
313,12,512,9.502522809924294,-5.102522809924294,28.52837519,136,376,1.2,50.11,4.4
314,13,331,10.218219564461203,-5.518219564461202,18.29939086,93,238,1.3,47.55,4.7
315,13,959,10.318113020293266,-5.518113020293266,39.22634344,57,902,1.5,47.22,4.8
316,14,953,10.829077664921757,-5.929077664921756,35.09721609,49,904,1.7,45.45,4.9
317,14,890,9.929293865866523,-5.929293865866524,28.90387562,49,841,1.5,48.4,4.0
318,15,833,8.875781990116742,-5.675781990116742,22.33500935,42,791,1.2,52.2,3.2
319,15,740,7.277126035988918,-5.677126035988918,15.1092426,35,705,0.9,58.48,1.6
320,16,604,6.159485998499563,-6.259485998499563,8.070926335,26,578,0.7,63.23,-0.1
321,16,237,6.159485998499563,-6.259485998499563,1.7831116319999998,14,223,0.7,63.23,-0.1
322,17,0,5.311405829233166,-6.5114058292331665,0.0,0,0,0.5,67.2,-1.2
323,17,0,5.311405829233166,-6.5114058292331665,0.0,0,0,0.4,67.2,-1.2
324,18,0,5.365475461588514,-6.665475461588514,0.0,0,0,0.4,66.9,-1.3
325,18,0,5.46585089826536,-6.665850898265361,0.0,0,0,0.6,66.41,-1.2
326,19,0,5.75964320983851,-6.95964320983851,0.0,0,0,0.8,64.93,-1.2
327,19,0,5.659085577115689,-6.9590855771156885,0.0,0,0,0.8,65.41,-1.3
328,20,0,6.016908200313972,-7.416908200313973,0.0,0,0,0.9,63.61,-1.4
329,20,0,5.916558909860323,-7.416558909860323,0.0,0,0,0.8,64.08,-1.5
330,21,0,6.261701964646182,-7.861701964646182,0.0,0,0,0.8,62.37,-1.6
331,21,0,5.961923325536009,-7.86192332553601,0.0,0,0,0.7,63.76,-1.9
332,22,0,6.126274825672353,-8.326274825672353,0.0,0,0,0.7,62.88,-2.2
333,22,0,5.8261835233424755,-8.326183523342475,0.0,0,0,0.8,64.29,-2.5
334,23,0,5.987762929550325,-8.887762929550325,0.0,0,0,0.9,63.39,-2.9
335,23,0,5.703453665306609,-8.903453665306609,0.0,0,0,1.0,64.74,-3.2
288,0,0,13.236531928144313,-16.036531928144313,0.0,0,0,3.3,35.38,-2.8
289,0,0,13.053036952454661,-16.05303695245466,0.0,0,0,3.4,35.86,-3.0
290,1,0,13.882697985991122,-17.08269798599112,0.0,0,0,3.5,33.4,-3.2
291,1,0,13.68314455002197,-17.08314455002197,0.0,0,0,3.6,33.9,-3.4
292,2,0,14.569560456601847,-18.169560456601847,0.0,0,0,3.6,31.4,-3.6
293,2,0,14.467857238041962,-18.16785723804196,0.0,0,0,3.7,31.64,-3.7
294,3,0,15.419498405769957,-19.219498405769958,0.0,0,0,3.8,29.15,-3.8
295,3,0,15.319073902690908,-19.21907390269091,0.0,0,0,3.8,29.37,-3.9
296,4,0,15.727850194591861,-19.62785019459186,0.0,0,0,3.8,28.36,-3.9
297,4,0,16.028268914747255,-19.628268914747256,0.0,0,0,3.9,27.73,-3.6
298,5,0,16.03311050494672,-19.43311050494672,0.0,0,0,4.0,27.78,-3.4
299,5,0,16.134707527030983,-19.434707527030984,0.0,0,0,4.0,27.57,-3.3
300,6,0,15.636345248712477,-18.836345248712476,0.0,0,0,4.0,28.8,-3.2
301,6,0,15.734929214981124,-18.834929214981123,0.0,0,0,4.0,28.59,-3.1
302,7,0,14.583350852885205,-17.683350852885205,0.0,0,0,4.0,31.52,-3.1
303,7,59,15.385556092136675,-17.685556092136675,1.126202996,11,48,4.1,29.7,-2.3
304,8,207,13.794538375254279,-15.394538375254278,5.349423079,39,168,4.2,34.15,-1.6
305,8,306,14.692155013756384,-15.392155013756383,10.41719454,67,239,4.2,31.98,-0.7
306,9,390,13.084245972921906,-12.784245972921905,15.76639144,94,296,4.1,36.8,0.3
307,9,440,13.883735315600335,-12.783735315600335,20.55243671,119,321,3.7,34.74,1.1
308,10,565,12.479997083845316,-10.479997083845316,26.83990302,127,438,3.2,39.16,2.0
309,10,567,13.179617031782879,-10.47961703178288,29.84273951,151,416,3.1,37.26,2.7
310,11,587,12.44407604568896,-9.14407604568896,32.47018799,163,424,2.9,39.67,3.3
311,11,615,12.642332352546866,-9.142332352546866,34.53469051,168,447,2.9,39.12,3.5
312,12,584,12.29741701322088,-8.49741701322088,33.97151289999999,179,405,2.9,40.28,3.8
313,12,618,12.097569018541016,-8.497569018541016,34.44080839,165,453,2.7,40.85,3.6
314,13,649,11.394529570326831,-7.8945295703268314,33.59624783,141,508,2.6,43.11,3.5
315,13,594,10.978177368543133,-7.878177368543133,30.12414236,141,453,2.2,44.4,3.1
316,14,428,9.749487056675683,-7.049487056675683,22.99204773,145,283,1.8,48.69,2.7
317,14,223,9.249600933900801,-7.0496009339008,14.3583781,122,101,1.5,50.45,2.2
318,15,212,8.673076665672147,-6.9730766656721475,11.73076552,97,115,1.2,52.59,1.7
319,15,145,7.573446157611498,-6.973446157611498,7.413933435,65,80,1.2,56.91,0.6
320,16,82,8.172641125917709,-8.772641125917708,3.6600913569999998,34,48,1.1,54.01,-0.6
321,16,13,8.172641125917709,-8.772641125917708,0.656939474,7,6,1.1,54.01,-0.6
322,17,0,7.907986171109517,-10.007986171109517,0.0,0,0,1.4,54.72,-2.1
323,17,0,7.4079004174304846,-10.007900417430484,0.0,0,0,1.7,56.78,-2.6
324,18,0,7.651172650325533,-10.651172650325533,0.0,0,0,2.1,55.59,-3.0
325,18,0,7.251105773121747,-10.651105773121747,0.0,0,0,2.3,57.27,-3.4
326,19,0,7.464210367233512,-11.264210367233511,0.0,0,0,2.5,56.2,-3.8
327,19,0,7.148260486005729,-11.248260486005728,0.0,0,0,2.6,57.55,-4.1
328,20,0,7.4914788372522745,-11.791478837252274,0.0,0,0,2.7,55.94,-4.3
329,20,0,7.391902687560345,-11.791902687560345,0.0,0,0,2.7,56.36,-4.4
330,21,0,7.7966652925983055,-12.196665292598306,0.0,0,0,2.8,54.56,-4.4
331,21,0,7.681241436799072,-12.181241436799072,0.0,0,0,2.8,55.04,-4.5
332,22,0,7.902775999159191,-12.50277599915919,0.0,0,0,2.8,54.04,-4.6
333,22,0,7.802459533268107,-12.502459533268107,0.0,0,0,2.8,54.45,-4.7
334,23,0,7.995660958746513,-12.795660958746513,0.0,0,0,2.8,53.58,-4.8
335,23,0,7.794534560309968,-12.794534560309968,0.0,0,0,2.8,54.4,-5.0
288,0,0,8.716484869339274,-13.316484869339273,0.0,0,0,1.9,50.6,-4.6
289,0,0,8.516105739274579,-13.316105739274578,0.0,0,0,1.9,51.37,-4.8
290,1,0,8.637036353415803,-13.737036353415803,0.0,0,0,1.9,50.78,-5.1
291,1,0,8.237503310389725,-13.737503310389725,0.0,0,0,1.9,52.34,-5.5
292,2,0,8.207933515465205,-14.107933515465206,0.0,0,0,2.0,52.35,-5.9
293,2,0,7.808237132649052,-14.108237132649052,0.0,0,0,2.0,53.97,-6.3
294,3,0,7.730409648450293,-14.430409648450294,0.0,0,0,2.0,54.2,-6.7
295,3,0,7.430900702170813,-14.430900702170813,0.0,0,0,1.8,55.46,-7.0
296,4,0,7.562472785961119,-14.862472785961119,0.0,0,0,1.7,54.78,-7.3
297,4,0,7.546939910567837,-14.846939910567837,0.0,0,0,1.4,54.85,-7.3
298,5,0,7.4368923935837685,-14.836892393583769,0.0,0,0,1.1,55.32,-7.4
299,5,0,7.4368923935837685,-14.836892393583769,0.0,0,0,0.9,55.32,-7.4
300,6,0,7.238232507467226,-14.638232507467226,0.0,0,0,0.7,56.23,-7.4
301,6,0,7.637173769684358,-14.637173769684358,0.0,0,0,0.8,54.53,-7.0
302,7,4,7.9939893151495145,-14.593989315149514,0.375418738,4,0,0.9,53.07,-6.6
303,7,31,8.896116821524846,-14.596116821524845,2.721758934,29,2,1.2,49.54,-5.7
304,8,64,8.292587480806091,-13.192587480806091,5.5373229429999995,58,6,1.6,52.28,-4.9
305,8,214,9.194774685589536,-13.194774685589536,12.10690839,98,116,1.9,48.85,-4.0
306,9,110,8.287751134701324,-11.487751134701323,8.728159545,84,26,2.2,52.79,-3.2
307,9,384,9.589580364717829,-11.48958036471783,23.83785863,163,221,2.7,47.94,-1.9
308,10,302,8.650481718347791,-9.25048171834779,22.33594213,180,122,3.2,52.03,-0.6
309,10,189,10.048767125126055,-9.248767125126054,15.578610699999999,140,49,3.5,47.02,0.8
310,11,144,9.345324383063208,-7.1453243830632065,13.13838519,134,10,3.8,50.08,2.2
311,11,290,10.144407037328417,-7.144407037328418,25.15040194,238,52,3.9,47.32,3.0
312,12,342,9.591970392920338,-5.791970392920339,29.27931498,267,75,4.0,49.6,3.8
313,12,292,9.891077207954982,-5.7910772079549835,25.71315979,248,44,4.0,48.57,4.1
314,13,235,9.44497248351187,-5.144972483511871,21.11477458,210,25,3.9,50.3,4.3
315,13,188,9.345850333261769,-5.1458503332617695,17.07952532,175,13,3.7,50.65,4.2
316,14,224,8.798619450375877,-4.798619450375878,19.61334417,193,31,3.5,52.73,4.0
317,14,197,8.297680512909327,-4.797680512909326,17.17350099,171,26,3.4,54.62,3.5
318,15,155,7.55492829659493,-4.654928296594931,13.60750854,138,17,3.2,57.6,2.9
319,15,140,6.456062429329956,-4.656062429329956,11.63690661,116,24,2.7,62.28,1.8
320,16,100,5.567032223589511,-4.8670322235895105,8.446243998,87,13,2.3,66.33,0.7
321,16,58,5.567032223589511,-4.8670322235895105,5.161593555,54,4,2.3,66.33,0.7
322,17,21,3.9165476474097787,-6.116547647409779,1.970853077,21,0,1.6,74.54,-2.2
323,17,2,3.2986555167999265,-6.098655516799926,0.187701531,2,0,1.5,78.03,-2.8
324,18,0,3.305136815776657,-6.605136815776657,0.0,0,0,1.4,77.91,-3.3
325,18,0,3.0039421970966136,-6.603942197096614,0.0,0,0,1.1,79.68,-3.6
326,19,0,2.9295943156274835,-6.829594315627483,0.0,0,0,0.9,80.09,-3.9
327,19,0,2.9295943156274835,-6.829594315627483,0.0,0,0,0.9,80.09,-3.9
328,20,0,2.980972248390347,-6.780972248390347,0.0,0,0,0.9,79.79,-3.8
329,20,0,3.0819090621804435,-6.781909062180444,0.0,0,0,0.9,79.19,-3.7
330,21,0,3.1033296417814977,-6.803329641781498,0.0,0,0,1.0,79.06,-3.7
331,21,0,3.003868430962842,-6.803868430962842,0.0,0,0,1.0,79.65,-3.8
332,22,0,3.0177371969970825,-6.9177371969970824,0.0,0,0,1.0,79.55,-3.9
333,22,0,3.133743388160262,-6.933743388160262,0.0,0,0,1.0,78.86,-3.8
334,23,0,3.078616365528421,-6.778616365528421,0.0,0,0,1.0,79.21,-3.7
335,23,0,3.1786994056023654,-6.7786994056023655,0.0,0,0,1.0,78.62,-3.6
288,0,0,8.26425023492855,3.93574976507145,0.0,0,0,1.5,57.05,12.2
289,0,0,7.8647096255399624,3.935290374460038,0.0,0,0,1.6,58.57,11.8
290,1,0,8.173706213324511,3.2262937866754893,0.0,0,0,1.7,57.21,11.4
291,1,0,7.974258619382448,3.225741380617551,0.0,0,0,1.9,57.97,11.2
292,2,0,8.31077123585847,2.589228764141531,0.0,0,0,2.0,56.53,10.9
293,2,0,8.209951428541567,2.5900485714584343,0.0,0,0,2.2,56.91,10.8
294,3,0,8.691982458325585,1.9080175416744147,0.0,0,0,2.3,54.94,10.6
295,3,0,8.591213115071506,1.9087868849284941,0.0,0,0,2.3,55.31,10.5
296,4,0,9.154296449224242,1.2457035507757581,0.0,0,0,2.4,53.1,10.4
297,4,30,10.452678629501918,1.247321370498082,0.187671621,3,27,2.7,48.72,11.7
298,5,368,12.030973032892303,0.9690269671076961,4.034882194,22,346,3.0,43.85,13.0
299,5,600,14.128526561012059,0.9714734389879415,11.25987645,34,566,3.2,38.28,15.1
300,6,739,16.45195505004582,0.8480449499541777,20.07962743,44,695,3.4,32.98,17.3
301,6,833,18.847122320431836,0.8528776795681612,29.55568121,52,781,2.9,28.39,19.7
302,7,898,22.502602356790685,-0.40260235679068324,39.21888516,58,840,2.3,22.37,22.1
303,7,945,23.896574046967576,-0.3965740469675775,48.69446926,63,882,1.8,20.56,23.5
304,8,982,25.825593142642862,-0.9255931426428634,57.794472899999995,68,914,1.3,18.19,24.9
305,8,1010,26.621683064932874,-0.9216830649328731,66.33170941,72,938,1.0,17.35,25.7
306,9,1031,27.19353157603929,-0.5935315760392899,74.02432947,76,955,0.6,16.85,26.6
307,9,1048,27.886149196784615,-0.5861491967846132,80.87259947,79,969,0.8,16.18,27.3
308,10,1061,28.359353660226855,-0.35935366022685544,86.59493608,82,979,1.0,15.79,28.0
309,10,1071,28.958085659630022,-0.3580856596300211,91.19146553,82,989,1.4,15.25,28.6
310,11,1065,29.4180338968583,-0.21803389685830035,93.53630807,94,971,1.9,14.88,29.2
311,11,1046,29.915307653864637,-0.2153076538646384,93.81724566,180,866,2.3,14.46,29.7
312,12,1022,30.375256189653864,-0.2752561896538629,92.22194695,204,818,2.7,14.07,30.1
313,12,914,30.695287304907197,-0.2952873049071966,83.12144,402,512,3.1,13.81,30.4
314,13,1036,31.25608070493747,-0.556080704937472,91.37699272,179,857,3.4,13.32,30.7
315,13,1056,31.360376619919652,-0.56037661991965,89.87583448,107,949,3.8,13.24,30.8
316,14,989,31.888410098702032,-0.9884100987020331,81.61992697,171,818,4.2,12.76,30.9
317,14,888,31.780980384561403,-0.9809803845614007,71.20642836,237,651,4.5,12.84,30.8
318,15,668,32.191236732367614,-1.4912367323676163,54.03813943,312,356,4.8,12.44,30.7
319,15,319,31.810522182176253,-1.5105221821762538,27.39445504,238,81,5.0,12.71,30.3
320,16,218,32.35609766083297,-2.35609766083297,19.4201058,190,28,5.2,12.15,30.0
321,16,278,32.35609766083297,-2.35609766083297,21.484078399999998,178,100,5.2,12.15,30.0
322,17,225,31.524531481745043,-2.824531481745046,15.949107099999999,131,94,5.1,12.65,28.7
323,17,247,30.030439421562324,-2.830439421562325,13.88533397,99,148,4.7,13.8,27.2
324,18,322,27.064878126425953,-1.2648781264259525,12.66587118,78,244,4.2,16.82,25.8
325,18,211,24.866149219023406,-1.266149219023404,6.567647593999999,46,165,4.0,19.18,23.6
326,19,74,23.14122845390628,-1.7412284539062792,1.876516122,17,57,3.8,21.17,21.4
327,19,0,22.029916749367512,-1.7299167493675123,0.0,0,0,4.1,22.67,20.3
328,20,0,22.11014208155071,-2.810142081550709,0.0,0,0,4.3,22.27,19.3
329,20,0,21.412380466413204,-2.812380466413202,0.0,0,0,4.3,23.26,18.6
330,21,0,22.063602773741962,-4.063602773741962,0.0,0,0,4.3,22.0,18.0
331,21,0,21.4677660998356,-4.0677660998356,0.0,0,0,4.1,22.84,17.4
332,22,0,21.755960492596927,-4.955960492596926,0.0,0,0,3.9,22.19,16.8
333,22,0,21.253756822034248,-4.953756822034248,0.0,0,0,3.6,22.91,16.3
334,23,0,21.19253947905135,-5.392539479051351,0.0,0,0,3.2,22.88,15.8
335,23,0,21.209847627113337,-5.409847627113336,0.0,0,0,3.3,22.85,15.8
288,0,0,6.314172677523367,2.9858273224766334,0.0,0,0,0.8,64.7,9.3
289,0,0,5.91341136790224,2.9865886320977597,0.0,0,0,0.8,66.47,8.9
290,1,0,5.23842318855564,3.1615768114443603,0.0,0,0,0.9,69.61,8.4
291,1,0,4.839273300657535,3.1607266993424656,0.0,0,0,0.9,71.52,8.0
292,2,0,4.332755179664064,3.1672448203359367,0.0,0,0,1.0,74.03,7.5
293,2,0,3.7327172797471477,3.1672827202528526,0.0,0,0,1.1,77.13,6.9
294,3,0,3.793719014987284,2.5062809850127157,0.0,0,0,1.1,76.7,6.3
295,3,0,3.3946947554761833,2.505305244523817,0.0,0,0,1.2,78.84,5.9
296,4,0,4.444360315114259,1.0556396848857412,0.0,0,0,1.4,73.08,5.5
297,4,0,5.544081421029647,1.0559185789703525,0.0,0,0,1.7,67.74,6.6
298,5,263,7.59633793533917,0.10366206466083017,3.190557821,21,242,2.1,58.66,7.7
299,5,546,9.494023840251387,0.10597615974861252,10.50985335,39,507,2.6,51.6,9.6
300,6,716,12.0386876987833,-0.5386876987832999,19.51789147,49,667,3.2,43.39,11.5
301,6,824,13.933785711227836,-0.533785711227835,29.27622581,59,765,3.0,38.32,13.4
302,7,898,16.171064794106933,-0.9710647941069324,39.22185985,66,832,2.9,33.04,15.2
303,7,953,17.868826694010767,-0.9688266940107673,49.07332392,73,880,2.7,29.65,16.9
304,8,992,20.704647252103708,-2.1046472521037054,58.36144762,77,915,2.5,24.51,18.6
305,8,1019,21.90209059726218,-2.1020905972621806,66.80514887,81,938,2.6,22.75,19.8
306,9,1041,23.695481698916932,-2.6954816989169323,74.59184381,86,955,2.6,20.22,21.0
307,9,1055,24.49094589678771,-2.69094589678771,81.25279079,89,966,2.8,19.26,21.8
308,10,1067,25.253841824042176,-2.553841824042177,86.88145486,93,974,3.0,18.42,22.7
309,10,1069,25.864088061151467,-2.5640880611514674,90.91530722,105,964,3.4,17.75,23.3
310,11,952,25.86084340075877,-1.9608434007587712,84.72237456,288,664,3.7,17.9,23.9
311,11,732,26.05804593236877,-1.9580459323687684,66.98963725,411,321,3.9,17.69,24.1
312,12,635,25.566419921303414,-1.2664199213034144,58.73308224,454,181,4.2,18.39,24.3
313,12,282,25.26922244553346,-1.2692224455334604,26.36429798,262,20,4.4,18.72,24.0
314,13,343,24.14357635925529,-0.34357635925528995,31.89993246,310,33,4.5,20.27,23.8
315,13,518,23.2635338289564,-0.3635338289564034,47.56889932,418,100,4.6,21.37,22.9
316,14,270,20.986576064969164,1.1134239350308375,25.05129746,250,20,4.6,24.96,22.1
317,14,247,19.69014889589475,1.1098511041052506,22.236862699999996,200,47,4.2,27.02,20.8
318,15,232,16.50066388405317,3.0993361159468296,21.2988794,213,19,3.8,33.53,19.6
319,15,141,16.016572840769392,3.0834271592306086,12.9482886,132,9,3.1,34.55,19.1
320,16,145,14.2739376337051,4.326062366294902,13.13601715,132,13,2.4,38.9,18.6
321,16,259,14.2739376337051,4.326062366294902,18.29659532,132,127,2.4,38.9,18.6
322,17,598,12.834929863300488,4.7650701366995145,29.08721484,110,488,1.9,42.71,17.6
323,17,55,11.837843637601082,4.762156362398919,4.316214807,42,13,1.3,45.49,16.6
324,18,160,8.99589189888451,6.50410810111549,7.975710751,63,97,0.7,55.05,15.5
325,18,164,7.599177444390954,6.500822555609045,5.630000107000001,44,120,0.7,60.23,14.1
326,19,42,6.194190531473065,6.505809468526934,1.407521686,14,28,0.6,66.0,12.7
327,19,0,5.396210661437084,6.503789338562917,0.0,0,0,0.7,69.55,11.9
328,20,0,5.013318621212421,5.986681378787579,0.0,0,0,0.7,71.23,11.0
